id;timestamp;open;high;low;close;volume;trades
1;2022-06-09T14:00:00;0.5518;0.5843;0.5037;0.5037;701.1112;8
2;2022-06-09T15:00:00;0.5517;0.5517;0.4897;0.4897;198.38214;9
3;2022-06-09T17:00:00;0.5423;0.5423;0.5423;0.5423;11.37292;1
4;2022-06-09T22:00:00;0.5423;0.5423;0.5423;0.5423;25;1
5;2022-06-10T00:00:00;0.5423;0.5423;0.51;0.51;1475;3
6;2022-06-10T07:00:00;0.5424;0.5477;0.5424;0.5477;45.40561438;3
7;2022-06-10T16:00:00;0.5477;0.5477;0.5477;0.5477;0.04438562;1
8;2022-06-10T17:00:00;0.5531;0.5585;0.5531;0.5585;80.55459;2
9;2022-06-10T18:00:00;0.5585;0.5585;0.5585;0.5585;24;1
10;2022-06-10T19:00:00;0.5585;0.5585;0.5585;0.5585;1.49541;1
11;2022-06-11T03:00:00;1.0;1.0;1.0;1.0;39;1
12;2022-06-11T06:00:00;0.99;0.99;0.99;0.99;79.58985656;1
13;2022-06-11T09:00:00;0.99;1.0;0.99;1.0;286.78859;3
14;2022-06-11T10:00:00;1.0;1.0;0.5585;0.5585;397.72987;8
15;2022-06-12T04:00:00;0.56;0.56;0.5585;0.5585;93.2336699;3
16;2022-06-12T08:00:00;0.56;0.56;0.4563;0.4563;75;2
17;2022-06-12T18:00:00;0.56;0.56;0.56;0.56;1E+1;1
18;2022-06-12T23:00:00;0.56;1.14;0.56;1.14;824.37546311;6
19;2022-06-13T06:00:00;0.458;0.458;0.45;0.45;1245.35361783;9
20;2022-06-13T08:00:00;0.44;0.44;0.44;0.44;6E+2;2
21;2022-06-13T09:00:00;0.9887;1.15;0.9887;1.15;600.43783963;6
22;2022-06-13T10:00:00;0.4501;0.4501;0.45;0.45;6E+2;4
23;2022-06-13T12:00:00;0.45;0.45;0.45;0.45;11.11111111;1
24;2022-06-13T13:00:00;0.4499;0.5;0.4499;0.5;21.11358079;2
25;2022-06-13T17:00:00;0.6;0.6;0.6;0.6;17.98016666;2
26;2022-06-13T18:00:00;0.6;0.6;0.6;0.6;8;1
27;2022-06-13T20:00:00;0.6;0.6;0.6;0.6;0.33333333;1
28;2022-06-13T23:00:00;0.5276;0.5276;0.4275;0.4275;2298.14134429;7
29;2022-06-14T00:00:00;0.47;0.47;0.47;0.47;15.95205;2
30;2022-06-14T01:00:00;0.47;0.47;0.47;0.47;3.15171;1
31;2022-06-14T09:00:00;0.52;0.5636;0.52;0.5636;96.15385;2
32;2022-06-14T10:00:00;0.4587;0.4618;0.452;0.4593;1859.48016515;10
33;2022-06-14T11:00:00;0.459;0.459;0.4503;0.4576;723.55449752;7
34;2022-06-14T12:00:00;0.4588;0.4588;0.4559;0.4559;496.76942984;6
35;2022-06-14T13:00:00;0.4543;0.4641;0.4543;0.4622;97.2935086;3
36;2022-06-14T14:00:00;0.464;0.4644;0.4635;0.4644;1474.06236632;9
37;2022-06-14T15:00:00;0.467;0.5899;0.467;0.4731;1167.97051287;9
38;2022-06-14T16:00:00;0.4709;0.4709;0.4672;0.4675;355.46945542;5
39;2022-06-14T17:00:00;0.4682;0.4699;0.4665;0.4665;708.10087352;7
40;2022-06-14T18:00:00;0.4655;0.467;0.4655;0.467;95.89466;2
41;2022-06-14T19:00:00;0.4653;0.4657;0.4556;0.4657;706.82315262;10
42;2022-06-14T20:00:00;0.453;0.453;0.4507;0.4507;122.73998709;2
43;2022-06-14T21:00:00;0.4636;0.4636;0.4563;0.457;510.12131378;4
44;2022-06-14T22:00:00;0.458;0.458;0.4475;0.4475;127.75827035;3
45;2022-06-14T23:00:00;0.4485;0.4638;0.4485;0.4638;54.35376977;2
46;2022-06-15T01:00:00;0.4528;0.4625;0.4527;0.4625;1038.78947;4
47;2022-06-15T02:00:00;0.4561;0.4561;0.4561;0.4561;32.00248;1
48;2022-06-15T05:00:00;0.4447;0.4447;0.4371;0.4384;258.65108;5
49;2022-06-15T06:00:00;0.439;0.4491;0.439;0.4491;18.7819;2
50;2022-06-15T07:00:00;0.4499;0.4499;0.4375;0.4418;879.05646296;10
51;2022-06-15T08:00:00;0.4367;0.4367;0.4351;0.4351;227.83329516;2
52;2022-06-15T10:00:00;0.4314;0.4314;0.4234;0.4298;248.57208;4
53;2022-06-15T11:00:00;0.4374;0.4374;0.4236;0.4236;649.23685866;4
54;2022-06-15T12:00:00;0.4346;0.4346;0.4346;0.4346;16.41038;1
55;2022-06-15T13:00:00;0.4334;0.4451;0.4334;0.4451;474.70472;4
56;2022-06-15T14:00:00;0.4366;0.4366;0.4366;0.4366;112.32569857;1
57;2022-06-15T15:00:00;0.427;0.427;0.4255;0.4255;183.66716;2
58;2022-06-15T16:00:00;0.4355;0.4358;0.4283;0.4283;130.82657764;5
59;2022-06-15T17:00:00;0.4272;0.4272;0.4201;0.4201;489.73689138;4
60;2022-06-15T18:00:00;0.4329;0.4329;0.4226;0.4226;10.04175572;2
61;2022-06-15T19:00:00;0.4228;0.4321;0.4228;0.4321;347.80876;6
62;2022-06-15T20:00:00;0.4297;0.4323;0.4297;0.4323;340.09447303;7
63;2022-06-15T21:00:00;0.4321;0.4333;0.4321;0.4333;227.62495761;2
64;2022-06-15T22:00:00;0.4435;0.4435;0.4357;0.4357;102.93848972;3
65;2022-06-15T23:00:00;0.4376;0.4453;0.4101;0.4101;3770.82440402;11
66;2022-06-16T00:00:00;0.446;0.446;0.446;0.446;21.98958;1
67;2022-06-16T02:00:00;0.4362;0.4362;0.4362;0.4362;169.615;1
68;2022-06-16T03:00:00;0.4398;0.4398;0.4398;0.4398;22.28857;1
69;2022-06-16T04:00:00;0.4303;0.4303;0.4303;0.4303;42.24602;1
70;2022-06-16T06:00:00;0.4365;0.4365;0.4365;0.4365;86.26639;1
71;2022-06-16T07:00:00;0.4286;0.4286;0.4266;0.4266;180.02571993;2
72;2022-06-16T08:00:00;0.4281;0.4281;0.4281;0.4281;79.32934112;1
73;2022-06-16T10:00:00;0.4205;0.4205;0.4205;0.4205;56.60745;1
