id;timestamp;open;high;low;close;volume;trades
1;2023-11-10T04:04:38;1563.58;19246.22;19672.74;27791.14;8265;15111
2;2023-11-09T20:50:37;29799.13;25266.89;15327.86;21672.51;17902;18374
3;2023-11-09T13:14:16;17588.45;27186.95;18314.82;17504.47;341;9095
4;2023-11-10T05:07:46;20558.07;6985.35;23329.58;15314.84;11346;17785
5;2023-11-10T02:28:18;9588.56;25035;13000.75;7563.25;24488;27926
6;2023-11-09T15:41:52;29563.23;11710.76;21959.56;20224.53;26327;25276
7;2023-11-10T01:40:42;32402.03;3109.86;62.59;19715.93;570;20882
8;2023-11-10T03:01:11;10891.21;25056.89;7416.93;13812.92;21616;29349
9;2023-11-10T04:42:14;11251.64;8216.46;7514.9;29807.92;6232;29996
10;2023-11-09T10:25:32;28541.39;4027.47;26453.74;30014.68;29200;9217
