id;timestamp;open;high;low;close;volume;trades
1;2023-11-09T06:40:26;7087.84;15154.36;27493.82;30322.85;23088;13136
2;2023-11-09T20:10:04;31475.63;9270.3;5252.44;16274.95;4195;30082
3;2023-11-09T18:30:08;2162.35;30372.17;5425.71;20062.25;24883;28333
4;2023-11-09T10:43:06;23715.88;7325.42;29308.8;9605.79;22211;6159
5;2023-11-09T15:58:34;23375.1;32084.19;620.9;16908.07;10304;4450
6;2023-11-09T17:47:03;7494.19;6061.88;12107.34;22456.52;32123;25888
7;2023-11-09T15:23:51;11421.24;22285.73;11343.76;13739.87;17978;1182
8;2023-11-09T12:02:52;27420.48;9226.94;29392.1;4816.59;19903;18634
9;2023-11-09T22:58:18;17877.15;7530.98;14690.39;18832.12;17387;32676
10;2023-11-10T01:17:18;31140.49;30865.33;9501.3;7267.02;19675;1921
